renewables [MW],electrical load [MW]
12261,51108
12261,52168
12379,53410
12370,54640
13445,58348
15963,64401
19479,68263
21898,69736
24031,71606
26134,73164
26950,72783
28894,72789
30083,72239
29516,71279
27612,68999
25317,67910
21736,66604
18344,64874
14432,62217
13125,59773
13007,57626
12180,53896
11651,53485
11881,51828
11889,51576
11788,52621
11310,53379
11087,53482
12071,60010
15409,65217
19914,68627
23708,69622
27711,71625
30390,73081
31863,72052
32151,71664
31416,70776
29911,69496
26388,68213
22661,67401
18797,66750
16237,65698
13001,63027
11488,60680
11731,57986
10197,55314
9945,51660
10531,51569
10505,51714
10335,51945
10190,53350
10324,54754
11530,61007
14680,65553
19740,68978
24114,70494
27796,72011
31401,73493
32942,72731
33782,72628
32650,71288
31591,70049
28007,68296
24723,67607
20371,67342
16390,66042
13031,63655
11790,61288
12365,59239
12385,55739
12650,53237
12807,52362
13353,51833
13891,53025
15054,54640
16059,55404
18526,59583
22980,65597
26482,69030
30694,70574
33943,71928
37824,73404
40304,72701
40600,72390
40524,71526
39283,69584
36586,67464
33038,67138
28391,65201
22546,63296
18892,60885
15849,59457
16066,57223
16148,53893
14220,51334
14093,49884
13551,48347
14016,48261
14490,49719
14563,49300
15465,48752
18042,52346
21860,55380
26938,58454
30484,60885
34325,63056
36500,63428
36112,61544
36057,60312
34923,58655
32100,56942
28434,56513
24532,56004
20269,53368
15267,50653
13335,49868
13426,49427
11927,46498
11325,44947
11584,42977
11624,42156
11650,41846
11953,42604
12180,43788
12967,44741
15068,46646
17728,48788
19755,50680
22751,53191
25863,56138
28087,56186
28587,55548
27488,54127
27050,54154
26750,54268
25387,53527
22525,52048
19181,50892
16568,50310
16335,50131
17917,51587
17964,49113
18351,47467
18509,46431
18061,46786
17310,46682
16814,47850
16331,49953
16834,55678
18998,61696
23212,65990
27277,68077
30741,69073
33750,70348
33125,70271
31349,70963
28920,68037
28317,68673
25912,67847
22710,66888
18941,66336
15434,64591
12650,62058
12540,60047
14013,58191
11862,54084
13013,53168
14100,52073
15294,52710
15744,53108
16465,54143
17174,55185
19076,60975
22108,66223
27299,69720
33178,71603
37689,73586
41347,75326
43686,74983
44445,75237
44357,73270
41881,71600
38206,69354
33314,67478
27663,67287
21915,65527
16510,62783
13948,60806
13173,59013
10936,55502
10051,53595
10025,52012
10293,52434
10601,52778
10594,53484
10873,55865
12634,60840
16298,65424
21965,69043
26678,70534
29802,72837
32204,75159
34360,74479
34741,74037
34088,72455
31574,70969
27786,69763
24088,68095
21402,66756
18466,66187
14919,63290
13767,61352
13716,58854
12780,54662
12321,53127
11943,51852
11428,52212
11291,53008
11756,54203
11938,56010
12874,60414
15050,64778
18972,67857
21964,69210
25665,70600
29063,71894
30340,71541
29790,70989
28985,70434
28253,69843
26475,68373
23109,66847
19158,65786
15918,63896
11611,61651
10212,59964
10723,57786
9925,54287
9696,52647
10014,50863
10021,51607
10194,52473
10133,53166
10262,53828
11552,58303
15204,63969
19020,66665
24141,68162
28623,70851
31960,70848
33082,70732
32659,70008
31522,67413
29392,65584
26698,64616
24416,64048
21277,63583
18070,62335
16157,60344
18133,59762
21315,58023
21972,54487
21949,53111
22704,51192
21700,49094
21166,48620
20697,48848
19963,48936
20827,50548
23522,53598
27183,56726
32625,60543
37514,61838
42556,62650
45078,61874
47047,61895
48599,62128
47733,60726
45309,58961
42334,56988
39425,56874
37178,56862
35149,54193
34491,52715
33618,53324
32677,51718
30988,48909
31574,48813
31415,49122
30020,47743
28859,47419
27168,46817
26500,46760
27527,48510
31968,50289
36994,53432
40478,56200
42277,56615
42483,56624
41009,56468
38622,55011
34370,53312
28689,51228
22410,51990
17453,51522
15173,51274
13571,50976
13414,52117
13899,52594
13486,51257
14441,50159
15576,48926
15789,48511
16022,48466
16322,49325
16587,50890
17735,56219
20485,61954
23572,66147
27127,68539
30870,71631
33835,73246
34839,72780
35721,72490
36485,71137
36230,69738
34787,67840
33128,66781
29531,65476
25903,63366
22557,60548
22387,59903
22934,57801
22917,54153
23632,52691
24344,51566
24585,51111
24225,51419
24351,51941
24499,53355
25880,58799
28826,63374
34181,66078
38161,68943
41865,70682
44388,72049
45428,71454
46728,73055
46766,72481
45652,70118
42324,68155
38359,66436
32950,64755
28836,63630
24981,61013
23284,59055
22829,56275
21661,52878
21238,52143
21658,51029
21623,52362
21597,53083
21421,53678
21039,54964
22208,59578
26649,64126
30429,66391
34737,67865
38024,69395
39974,70970
39040,70309
37783,69917
39072,69683
40301,69288
40195,67767
38593,66850
35103,65211
31764,64110
27882,61638
27088,59699
27583,58709
27862,56832
28200,56666
28271,54710
28376,55121
27982,56593
27818,56972
27618,58826
28618,62344
31716,66520
36070,69263
40964,70015
44802,72567
46691,73992
46426,73066
46221,73031
45651,72618
42872,70667
40173,69533
36218,67489
31359,66848
26970,65255
23185,60996
21282,59869
20705,59204
19253,55088
18813,53802
18279,52892
17881,53462
17838,53779
17559,54462
16987,55881
17805,61126
21009,64559
26307,67194
31221,67579
34777,69694
36469,70671
36844,70589
37005,70224
36174,69087
33959,66695
30375,65183
25598,63803
19990,62524
15401,60759
12517,57799
12400,56891
12688,54670
12376,51598
11867,48399
11894,46473
11743,45511
12034,45694
12325,46493
12544,46823
13607,47724
16157,50827
19307,53641
23195,56930
26269,59253
29239,60591
30251,59707
30868,59703
30194,59220
26924,57174
23182,54905
18867,54586
15479,53442
13014,52768
11283,50770
11811,49674
12858,48382
12105,45612
10997,43694
10338,41958
9832,42831
9252,42692
8827,42879
8848,43682
9832,43951
13055,44046
17701,47614
22850,51781
26954,55818
30142,57493
32764,58375
33982,58461
33586,56912
31195,55371
27109,53627
22315,52558
17168,52454
14056,52020
12904,51394
13902,51678
15134,51318
14427,48582
14267,47285
14412,45993
14627,46487
14402,47144
14766,48132
15166,50064
16532,56204
19774,60436
24539,63791
28955,66863
33544,70340
37079,71520
39183,71982
39721,71910
38976,70638
36593,68765
32666,66473
27650,65734
22237,64089
18000,62435
15702,59966
15952,59245
16670,57977
15623,55345
15224,54042
14754,51661
13886,51261
14013,51988
14629,53009
15668,54080
16584,57472
19235,61816
24506,65506
27106,67470
30469,70307
33331,72420
34777,71364
33337,70369
31393,69203
28398,68723
25684,67384
24303,68008
23322,67128
21068,64400
18808,61831
18433,60026
16771,58027
14970,55073
13582,54484
12641,53373
12081,53545
11857,54288
11801,55435
11803,55500
12602,58906
15649,62293
19863,65118
24525,67563
30220,70324
34622,73237
36542,72733
36427,71265
35753,69855
33297,68347
28990,65854
24442,64424
19328,64143
14769,62892
12501,60234
12414,59648
13718,57218
14278,54481
14838,53880
15300,52622
15944,52387
16120,53452
15895,53912
15698,54264
16365,57627
19276,62094
23023,65523
26499,68369
30532,70915
34012,71382
35818,72112
36458,72167
35587,70467
33008,68919
29345,66502
24949,65608
19984,64826
16033,63684
13449,61320
13279,60572
13149,59549
13433,56410
12874,54562
12606,52464
12286,52392
11620,53106
11044,53946
10564,54399
11627,57341
15142,62964
19888,66301
23776,67863
27458,70745
31605,72210
34132,70857
35028,70541
34539,68911
31963,66741
28700,65170
23608,63742
18699,63046
15465,62017
12300,59737
13345,58253
13997,56324
13190,53240
12649,50487
13009,49937
13724,48909
14083,48819
13839,48148
14049,48340
14456,49417
16692,51618
20164,54290
24630,57828
28553,59641
31593,61150
33639,60246
33782,58956
32081,57865
31003,57250
29110,56570
26716,56329
23682,55983
20468,54624
16726,52468
15556,50799
14378,50102
12972,47470
12260,45482
11536,44027
11582,44562
11404,45092
11391,45075
11367,45187
12047,44786
14369,45810
18009,48349
22892,51368
27109,55055
30321,57092
32175,57179
32872,56443
31946,56329
29983,55202
26241,53603
21434,52472
18043,51863
15844,50913
13928,50843
15124,52283
15547,51444
14279,47950
12899,46694
12328,46660
11641,46044
11313,47470
11447,47789
11575,48970
12735,54149
16319,60176
20263,64705
23333,66547
26071,68390
28187,69303
30072,70130
30741,68812
30175,67741
28050,66346
25489,64614
21332,64113
18829,63544
16595,62725
14044,59825
14153,59256
14424,57830
13988,54928
13670,54478
13278,52845
13347,52830
13076,53324
12855,53218
12601,54912
12320,56699
15385,61756
18978,66050
22776,67887
26739,69173
30580,70434
32552,71112
33242,70137
32272,68308
30640,68045
27987,66081
24048,64656
20338,62992
16766,61598
13973,59694
13979,59412
13280,55878
12954,54285
12115,52781
11614,50125
11229,50798
10988,51356
11066,52258
10987,53907
11584,58155
14512,63821
19458,65937
22942,67730
26110,68695
29785,70864
32195,70525
32072,69774
31381,68798
29185,66999
25894,65650
22788,65702
19177,64845
16203,63495
13471,60650
13889,59826
14192,57449
13997,53617
13281,53240
13462,52359
13499,52170
13742,52808
14026,54106
14605,55548
15544,59362
18557,63305
22303,66838
27909,68875
32452,70492
36355,71754
39083,71877
40553,71548
40092,70429
38416,68987
34932,67942
31358,67142
27454,66124
23310,63904
21384,61965
21727,60503
22092,56920
22438,54587
23437,54607
23672,52760
22510,51669
21417,52360
19794,52977
19226,54409
19250,58867
21901,63150
25102,66725
28058,68358
31728,70238
35290,70743
36887,70801
36993,71403
35892,68396
32402,66339
27222,63609
22746,62289
20049,62652
17873,61063
15921,58745
15519,56724
14548,54347
13916,50766
13920,49200
12297,46604
12148,47633
12322,48124
11695,47513
10898,47925
11194,49080
12909,51571
15635,54607
19353,57627
23261,59598
25603,60524
26919,59892
26871,58719
26094,57414
24060,56831
21342,55904
18660,54082
15779,53280
12986,52953
12049,52127
12105,51277
11059,48966
10827,45981
9570,42816
10250,42512
10107,42145
9995,42182
10124,42070
10085,42899
9998,43418
10702,44975
12030,46959
14169,49025
15548,51140
17396,54046
19254,54162
19647,53491
19655,52339
19561,52240
18757,51729
17948,52087
16891,52638
15632,52779
15009,52255
14336,52078
14367,50663
14323,48647
14233,47132
13961,46755
13691,46654
13514,46904
13387,48423
13192,50471
14736,55866
15666,61251
16807,64114
17298,65911
18650,67809
19669,69293
19676,69097
20585,68832
20408,67994
20230,67033
19370,66049
19368,65611
18280,64966
17400,64352
16855,62219
16494,61979
16755,58847
16428,53842
16052,53809
15958,52786
16127,52912
16015,53567
16151,54475
16090,56958
16323,61021
17004,65302
19242,66103
22084,67201
24320,69086
26170,70910
26859,70377
26528,69243
25633,67578
23472,66179
21086,64781
18432,63844
15866,62848
14171,62104
11961,60576
11355,59235
10105,56170
10041,53774
9720,52866
9910,52353
10022,52836
10157,53198
10336,54349
10289,56867
10578,60761
12173,65293
16352,67063
19283,66729
21439,68778
23112,69902
23996,68880
23796,68340
22645,66764
21048,65272
18801,64052
16395,64054
14454,62141
12273,61791
10679,60343
10247,59109
9663,55773
9294,52344
8826,50002
8934,49371
8822,49925
8979,50604
8898,51781
8902,53226
9455,57463
11044,62183
14813,64539
18970,66200
22481,67995
25694,69612
26679,69055
26974,68209
25268,66786
23086,65350
20690,63867
17493,63404
13890,62626
12327,62191
11098,61145
10732,60196
11267,56571
11409,52979
10881,51524
10700,51292
10407,51803
10114,52076
9863,52390
9902,54259
10425,58971
12804,62002
18521,65089
23004,66984
27975,69312
32479,70783
35101,70059
34619,68940
32560,66790
29403,65528
25507,64076
21079,63302
16938,61929
13234,60463
12237,59019
12557,58372
13071,55283
13414,52411
13196,48746
12863,46853
12426,46524
11690,45524
10942,46781
10572,45717
10780,46724
13710,49848
18978,53748
24691,56753
29525,59960
33883,62355
37236,62928
37558,61404
36230,59958
33566,58378
29914,56744
25667,54724
20569,54375
17852,53029
17506,52126
19387,52271
20157,50303
20122,48064
19621,45820
19169,43714
18648,42982
18055,42807
17345,43067
17547,43314
18282,44073
21165,45077
25454,48098
30399,51567
36950,55748
44277,60483
48934,61544
49524,61483
47594,60283
43018,58003
37754,56837
31879,54963
26788,54682
24038,53193
23685,53034
23097,53410
23290,52248
22528,49900
21496,48766
20853,47639
19651,48418
18320,48809
17535,50237
17195,51492
17816,57880
18868,64465
21634,67924
25575,68971
28947,70660
31151,71926
31437,71067
32627,72210
33098,71568
31470,69621
28692,68063
25795,67715
24223,66631
23935,66084
24748,65334
25688,63029
25231,58331
24015,55074
22661,54829
23097,54131
23796,54217
24357,54448
24899,55566
25357,59271
27165,63148
29540,67501
33516,69149
36839,69251
41760,72298
45943,74656
48598,75087
49163,74369
47489,71781
44243,70092
39462,68665
33795,66400
27964,65719
21763,63900
19749,63063
19781,62031
19197,58422
19611,55458
20308,53128
20914,51729
21166,52398
21622,53570
21220,55481
20676,57933
21403,62829
23868,65808
28081,68143
32296,71089
38152,73331
42667,75503
45552,75281
46675,75006
46161,73726
43122,71852
37577,68759
30043,67518
23930,66057
20074,63903
20798,63880
22326,62806
23803,59783
24401,56368
23499,54031
21973,53096
20959,55133
20664,56322
21222,57524
22111,58361
22411,61382
24797,66635
27718,68705
30588,70226
33535,72213
36022,74624
35609,73368
34667,73211
33081,71505
30055,69776
26677,67013
22530,65572
19346,65140
16964,64033
16137,63611
15797,61933
15236,59171
13880,55305
12714,53080
12200,51955
11980,51706
11640,52233
11433,53297
11434,54831
12204,61518
14946,64686
18132,67241
20812,68943
23986,71507
27109,72813
28324,71488
28008,70045
27475,68913
26205,67048
23333,66094
19731,65504
15803,63365
13204,61510
12700,60379
11532,59097
11407,56134
11224,54375
11365,51084
10867,49767
10576,48656
10241,48226
9985,47194
9974,49286
10239,48668
12305,51291
16774,55098
22297,58279
27841,61178
32110,62867
34393,63623
34482,62461
33100,60856
30075,59090
25568,57171
20200,55487
14381,54476
11372,53054
11403,52413
11101,51287
10862,49261
10437,46468
10073,44959
10009,42602
9693,42563
9537,43174
9464,43219
9482,43456
9863,44096
12309,46036
16831,48867
21639,52389
25836,55438
29699,58317
32127,59306
33163,59000
32529,58028
30035,57015
25823,54404
20712,53085
15619,52359
12921,52259
13277,53176
13169,53109
12570,51389
11478,48671
11010,47757
10924,47153
10545,48016
10041,48517
10081,50121
10721,52166
11760,58476
15089,63887
21371,67422
24910,69951
29142,70790
33349,71868
34349,71569
35232,73161
35012,71900
33149,70461
29641,68642
25413,66166
21060,66372
18019,65081
16835,64877
15566,63306
14469,59341
14172,55488
14143,54022
14890,53766
15372,53462
15529,53696
15055,54295
15016,56740
16077,61593
19351,66738
23656,69707
26226,69163
28902,71673
31070,73405
32774,72600
31273,71307
29759,70258
28065,69293
26108,67902
24159,66864
22288,65536
20942,64979
19594,63717
19336,62571
18662,59662
18663,57917
18484,56636
17994,54531
17535,54878
17653,55820
17445,55949
17737,58470
17674,63982
19615,68195
23470,68848
27864,70493
32428,71789
35116,72615
35610,71234
34761,70697
33172,69622
29341,68000
25331,66241
21348,66747
17480,66235
15455,65007
15479,64569
14038,62618
13291,58842
13075,55881
12916,54107
13016,53137
12898,53131
12607,54314
12395,55004
12626,57066
13324,62481
15359,66828
18103,68890
20338,68277
23315,70573
26441,72231
26998,70068
26647,69959
25104,69134
23763,68406
21327,65687
18817,65295
16349,65781
15061,64687
14610,64278
13090,63547
13249,59360
13555,55770
13379,55914
13514,53858
13867,53575
13888,53905
14119,54952
14557,57822
15912,63213
19064,68459
22614,70372
26359,69224
31066,71837
34573,73629
36493,73143
36518,71894
36226,70476
34769,69282
32315,67517
28013,65406
23853,65061
21175,63694
21299,64821
21754,62304
22309,60298
22496,56433
22781,54185
23642,53169
24130,52940
23697,51873
23327,52544
23296,52870
23635,53666
24729,55621
28325,58829
33056,62304
38054,64552
41274,64970
42860,65315
43570,65685
42704,61824
40265,61226
37903,58743
34664,58359
31744,57686
30540,58507
29915,58779
28014,56987
27896,55992
28282,53574
28792,50982
28834,50044
29027,50071
29167,50448
29472,50586
29854,50802
31083,51815
32377,53149
35350,55847
39053,58675
42444,61409
45593,64134
46099,61661
45510,60267
44752,60145
43350,59812
40587,58268
36449,57028
31378,56659
27466,55785
26368,57709
24123,56186
21864,55972
20895,53559
20076,50717
19162,49921
18336,49753
17671,50416
17080,51352
16833,54382
17594,61661
18010,66936
19519,69952
21093,70876
23399,72408
25803,73968
26625,71780
26550,71285
26047,70263
24468,68239
21843,66809
20096,66156
16485,65798
14798,64931
15074,64512
13032,61860
12464,59285
12367,55985
12129,53903
11935,52705
12005,53552
12085,54132
12274,55469
12183,57073
13353,62734
15364,67691
17640,69565
20500,68614
24485,70954
28412,73862
28878,72775
27954,72287
26556,70554
24414,68737
21897,67108
18944,66598
14945,66022
13031,65262
13386,65415
11787,62589
11493,60000
11186,56834
10845,54358
10547,53541
10300,53241
10179,53662
10320,55259
10401,56493
11339,62212
13794,67164
17915,69126
21884,69142
26609,70452
30278,72592
30923,72196
30757,71744
30033,70879
28779,69801
25370,67328
20445,65825
16428,65031
14291,64326
14890,65150
15124,62820
15391,60628
15066,57963
14406,55024
13892,53526
13087,53207
12419,53743
11916,55185
11917,57442
12329,64163
16008,68193
19404,69816
22732,69867
27003,69784
31682,71598
34653,71258
35192,70821
33511,69727
30936,67852
27564,66590
23466,65561
19740,65011
18360,65078
18969,65327
17740,61973
17688,60453
17384,57738
16846,55136
16324,54020
15457,54305
14743,54721
14613,55554
14456,57622
15496,63395
18689,67968
21495,70446
24853,71076
28788,71231
31858,70532
34029,71180
34393,69421
33553,68412
30865,66750
26244,65206
21574,64322
17134,63087
15592,62564
15883,62808
14161,61281
13972,55874
13829,54201
13405,50853
12996,48990
12407,48614
12020,49268
11564,49569
11317,50621
11361,51781
12895,53018
16158,55520
20578,57689
25179,59153
30059,61573
33118,61466
34685,61263
34188,60425
30814,57199
25583,55597
20917,54737
17662,54758
16951,54723
18779,54942
19091,52746
19271,49707
17510,46765
15480,45492
14187,43969
13124,44262
12469,44390
12160,44382
11710,44058
11708,43989
12264,45828
14669,48478
18333,51180
21809,53622
24616,56123
25510,56186
24424,54433
23197,54251
20629,52974
18464,52681
16089,52830
15074,52176
15376,53229
17751,54981
18380,53310
18767,51500
19011,50720
18489,49380
18199,48176
17796,48655
17063,48980
16498,50370
16072,53079
16831,60300
18502,65157
19474,68432
20950,69514
20964,71586
22415,72635
23685,72561
24516,72266
24764,71120
24981,70655
23107,68494
21755,70568
19551,66314
20151,67835
21489,67953
22057,64644
22469,60226
23720,58225
23959,57371
23952,56306
23516,55574
23196,56005
22949,56725
22734,58509
24442,64519
25017,68521
29307,70722
30128,71567
33147,74061
36297,76250
37775,75096
38112,74718
38878,75691
36836,73146
33588,69312
29712,67286
26134,67250
24649,67227
24912,68499
22238,65185
21085,60690
20103,58767
19253,56167
18543,56096
18023,55365
17391,55223
16848,55433
17398,58558
18829,65120
21323,69589
22970,72059
25562,72500
28099,75375
30110,77433
32488,77372
33044,74702
30359,71650
29280,70670
27100,70314
26605,69765
24892,68425
24261,66858
24869,65720
25710,64699
27191,61556
27905,57579
26358,55248
26388,56451
27067,56634
27410,56719
27558,57633
27571,60082
28307,66198
30312,67990
32622,71152
34893,72624
36331,74568
39398,77273
40235,78633
38904,77345
35403,75083
31977,72564
29317,70736
27415,71147
26907,70592
26889,70892
26273,69619
25440,66916
25517,62413
24794,59787
23801,57322
22135,56335
21044,55416
20448,56517
19528,57080
18947,58502
19899,64557
20672,68879
23022,71259
25707,70247
29172,71740
31671,72511
33479,71815
32836,70494
29782,68567
26826,67195
22836,66343
18647,65146
14684,64567
13376,64370
13977,65899
13764,63433
13765,59104
13699,56602
14026,53529
13677,52685
13250,51023
12674,51290
12130,51545
11681,51765
11248,52581
11900,54318
15644,57873
20114,60331
21988,61877
25158,60935
26289,60163
26329,58917
24813,57297
22837,58159
20145,55272
16416,55012
13094,56651
12852,57468
12851,56796
12010,54429
12570,52078
12640,49263
12504,47040
12647,45731
12912,46910
12983,46968
13226,48393
13610,48436
13958,48650
14676,49585
16486,52467
19864,53608
23783,56854
28067,60212
31264,60261
30796,57985
30217,58044
29063,57967
25797,55526
21918,53587
16733,53753
15243,54935
15071,55346
14138,55238
13915,53697
13163,51333
12682,50812
12130,49331
11677,49735
11271,50742
11056,51732
11154,54732
12584,62817
14064,68329
17284,70391
21386,71629
25683,72978
29863,72470
32113,72485
31609,71717
29695,70187
26285,67965
21961,65789
17407,65480
13577,64443
12818,67800
13772,66808
13063,63316
14369,59285
15132,55814
15877,54683
16197,54305
16400,54109
16889,55018
17052,56085
17645,59491
18750,64968
19574,68861
21946,70015
23962,70757
25293,71656
26549,73825
25668,73711
24521,72482
22527,71224
20874,70955
18039,67372
15896,68352
15132,67183
15204,67860
14323,67093
13012,63068
13255,60721
12253,57248
11997,56149
11580,54287
11680,54411
11314,55425
11126,57152
11150,58526
11958,66528
13572,70156
15816,72398
16844,72816
18560,74616
20006,75292
20093,75210
20980,74680
21251,74092
19933,70852
17200,67365
14603,68384
12398,68254
13028,69757
11831,68431
11148,64938
11930,61251
12495,57666
12696,56233
12972,55081
13129,54817
13742,55904
13977,56336
14178,58910
15665,65213
17365,69404
20832,70623
23939,71605
28056,72639
31545,72720
33112,71857
33480,71585
33506,70457
31788,68039
27321,65513
22341,65224
18039,64650
17724,67916
17134,66690
16382,63774
15711,60407
14943,58994
13504,54343
12995,54005
12741,53955
12194,53678
11633,54576
11228,56121
12607,62654
14018,67190
16080,69314
18990,70187
22631,70254
26632,72167
28694,71158
27498,69353
24453,66595
21069,65258
17782,63767
14298,62864
11513,62250
12420,64064
11238,62298
8899,58525
9114,56612
8937,53513
9059,50678
9005,48692
8961,47770
8834,48650
8862,49746
8770,49167
8890,50864
9370,53065
11949,55840
15230,58481
19723,59068
23488,60442
25775,60546
24987,59956
22546,58251
19869,56305
17022,54884
14246,54657
11925,54754
13147,55881
12866,54900
11941,53357
11895,51439
11201,48471
10843,46007
11322,45332
11027,44737
10922,44613
10841,45224
10826,45859
11132,46620
11897,47959
15291,50783
20516,54462
26333,57765
31371,59684
32710,60249
30291,58760
28000,57964
25402,56169
21951,54491
17602,51902
13394,52126
14830,55896
14913,56028
13872,54637
12683,53570
11974,51322
11498,50500
10923,49220
10451,49974
9950,50908
9805,52059
9986,54949
11707,62925
13864,68208
17111,70612
21096,71892
25529,73123
28778,73275
30729,73108
29870,72295
27799,71184
25704,69902
22184,67621
18129,66264
14799,65884
15528,68173
15966,68029
15128,65020
15392,61317
14843,57425
14185,56549
13827,55477
12925,55293
12626,56018
12606,56520
13091,58321
14297,65958
16792,70030
20397,72134
24725,73164
29785,74865
35297,75529
37022,75359
35900,73088
34021,72167
31280,69481
27073,66979
22381,65087
17987,64700
19001,68388
19681,68255
19085,64758
18632,61840
17852,58583
17080,56688
16269,55784
15507,56159
14436,56730
13938,58074
13945,59595
15443,66917
17203,71322
21442,73576
25603,73992
30148,75266
35550,75494
38371,76156
38255,74343
36272,72772
32750,70154
27478,67888
20921,66478
16598,66196
17607,68372
16975,68387
15572,64402
15133,60870
14205,58459
13626,56172
13040,55600
12575,55709
12105,56540
12010,58085
12116,59219
13682,66333
15829,70359
19947,72876
24610,73260
30939,74614
36129,75614
39309,74204
40292,73258
38565,72086
33900,70155
26837,66848
19130,65133
14211,64832
14906,66879
14823,66544
12540,63881
11833,60014
11064,56637
10752,55598
10562,55022
10422,55895
10451,56466
10362,57599
10377,59077
12204,66094
14671,70683
18441,72527
23628,73219
28304,74014
32481,74965
34996,72443
35799,71835
33368,69959
29018,66917
24191,65763
17246,64419
13143,63429
14604,65331
14700,63658
13452,62139
13737,58127
13668,54179
12968,51208
12405,48400
11865,47567
11437,48221
10949,48588
10477,48443
10266,48276
10877,50027
14730,52382
20062,55677
25275,58325
29180,59209
31477,60338
31812,59215
29352,56680
25156,54937
19654,52083
14769,51651
12059,52275
13274,56117
12490,54897
10660,53175
9842,51499
9365,49345
8950,47783
8842,46449
9142,45954
9283,46490
9443,47106
9462,47119
9804,47557
10597,48303
12735,50929
15232,54170
17287,55314
19497,56853
20811,57516
21736,56725
20625,55031
18695,53499
15906,52801
12910,51964
10419,54154
13245,56812
11784,56030
9878,54719
9761,53992
9291,51440
8741,50378
8715,49465
8673,50019
8668,50552
8832,52540
9558,55197
11461,62752
12730,67921
14861,70147
18695,70412
22503,71050
25105,72556
26511,69564
27482,69317
26808,68435
24316,66793
20958,65394
17690,64727
17236,65381
20537,68143
20016,65157
19937,63715
20651,60692
20631,58617
20684,56472
21229,55413
21362,55868
21125,55544
21325,56234
21538,56783
22745,62553
23314,67703
24485,69212
26302,70618
28625,72143
30353,73911
30142,72543
29665,71106
27957,69490
24578,68017
21037,66669
19093,66893
19299,65868
20767,66871
19852,65111
19368,62200
19058,60164
19111,58143
19212,57746
18655,55987
18204,54197
17538,54650
17206,56276
17084,60440
18073,65919
18849,71216
20463,72399
21657,71206
22821,72333
23838,73747
23727,72770
22508,71605
21492,70131
20140,69542
18058,68354
16700,67929
16852,68961
17994,70176
16994,69042
15358,66541
14997,62936
14283,60166
13451,57431
12793,55183
12082,55510
11498,55450
11550,56757
11279,59300
11539,66195
12472,70893
13868,72220
15470,72232
17357,73488
18621,74498
18409,75041
18021,71997
16829,70249
15321,69047
13022,68104
12011,67149
11343,68056
12622,71137
11001,67691
9908,64593
9816,61071
9380,58161
8988,56921
8728,54963
8896,54841
8880,55794
8947,56902
9035,59264
9682,65697
11445,70694
13102,72375
14713,72479
16196,73800
18615,73867
20019,72068
20151,70947
18948,68730
16899,66891
14369,65305
12023,64995
11725,65878
13703,69849
12595,66712
12283,62714
12408,59881
12599,56644
12104,54143
12334,51717
12304,51249
12218,51970
12400,52338
12357,52164
12564,52868
12753,55080
15233,58233
18360,60979
21111,62864
24525,64163
27121,63679
27665,62345
26821,59739
25031,57732
22486,57017
19471,57165
19045,59543
21362,62049
22046,60292
22184,57884
22184,55596
21385,53846
20753,51035
20444,49969
20243,50058
20165,50901
20047,51463
19854,51357
20015,50747
20271,51416
22084,54555
25597,56326
30195,59159
37318,63780
41134,64914
41586,63225
40353,61184
37272,59938
31825,58543
25445,57846
22864,59916
24667,63029
24232,62508
24129,61053
23319,59898
22220,58005
20875,56218
19991,54241
19165,54847
18317,55394
17638,56548
17402,60503
18538,67403
20316,72970
22146,74811
25342,75645
29227,76579
34213,78156
36749,77452
35908,75864
32622,73602
28656,71134
23162,69016
18284,68845
17164,70401
19938,73580
19271,69714
18389,66425
18255,63466
17107,61026
16266,58871
15315,57312
14840,58018
14647,59290
14629,60047
14724,61760
15578,67936
17888,73502
19686,75505
20585,75357
22002,76191
22410,76891
21912,75857
20913,74737
19073,74015
16924,73211
15366,71669
13980,72637
14553,74918
16356,75751
13733,72230
13033,68691
12890,65293
12886,61861
12703,60476
12446,59320
12356,58986
12336,59600
12822,61454
13186,64495
14003,69752
15782,74972
17820,77446
18550,77819
19042,78860
19403,79755
18437,79553
19078,78876
18412,77627
17807,76464
16668,74716
15165,74457
16048,75857
16938,75899
14755,72726
14439,68680
13843,66304
13162,63499
11930,61553
11820,60335
12106,60670
12348,61217
13100,62134
14024,63976
14784,69224
16724,74589
18635,77058
19223,77887
21003,78907
21527,79799
21903,79255
21432,78861
20806,77770
19339,78253
18894,75922
18052,75851
17911,76747
18753,76475
17310,72769
15785,68956
14803,67273
13859,64508
13168,61908
12724,60543
12320,60240
12077,60294
11742,60877
11718,63259
11942,68400
13445,73482
15222,75681
15334,76566
16475,77204
17777,77671
16994,76975
15996,75781
15480,73708
15379,73098
13532,72125
12627,72313
13828,73476
14614,73370
12642,69748
11915,66052
11839,64458
11279,61488
11128,57666
10769,54846
10353,55505
10009,55504
9701,55335
9577,55969
9628,55525
9585,57887
9985,60454
11684,62675
12777,64341
13639,65475
14677,64936
14098,62764
13163,61258
12001,60226
10203,59864
9167,61464
11251,63257
11131,63879
9278,60857
9313,58140
9356,57217
9379,54480
8807,52997
8875,51674
8856,51750
8986,52353
9203,53074
9352,52850
9462,52681
9484,53055
10144,53758
11680,56365
13884,58510
15540,61113
15804,60771
14950,59644
13965,58016
12362,56689
10820,56310
9785,58304
11708,61596
11770,62584
10559,60432
9505,59151
9598,58875
9440,56079
9291,55413
9185,55114
8843,55599
8655,56531
